epoch,acc,loss,val_acc,val_loss
36,0.99315476,0.024280993911504213,0.9964285492897034,0.012669381525899684
37,0.99255955,0.023579151954202515,1.0,0.00577547334278712
38,0.99494046,0.01838085436791603,0.9988095164299011,0.005283431169421722
39,0.99345237,0.022277118441914875,0.9988095164299011,0.009223903379669147
40,0.99523807,0.01897180662795325,0.9988095164299011,0.007230573728018152
41,0.99523807,0.018611012959514655,0.9988095164299011,0.005530304040543602
42,0.99642855,0.017095729184248263,1.0,0.004747685549470286
43,0.99285716,0.020776639795318866,0.9988095164299011,0.007868956735113725
44,0.99553573,0.016672191749274222,1.0,0.00642743944412186
45,0.99434525,0.018346569875748606,0.9964285492897034,0.011686218144729667
46,0.99642855,0.016104787222242782,1.0,0.003781317318013559
47,0.99613094,0.016029873855933102,0.9988095164299011,0.0071134118906532725
48,0.9967262,0.013776659823044957,1.0,0.003453452753767903
49,0.99761903,0.01440940098060916,0.9892857074737549,0.02967773376343151
50,0.99523807,0.01433049560139244,0.9976190328598022,0.00949819340215375
51,0.99553573,0.01528250009848437,1.0,0.0030072419022742127
52,0.99613094,0.014494790198140046,1.0,0.002779534185815248
53,0.99642855,0.016141778014883,1.0,0.0028283182776898943
54,0.9967262,0.012573901603658063,1.0,0.004054692504550552
55,0.99583334,0.013136127787272146,0.9976190328598022,0.013505238369162682
56,0.9970238,0.011070007114765412,1.0,0.002093973472559204
57,0.99642855,0.012962012878865824,1.0,0.0029277084008624246
